id,name,linkedin_url,location,company,title,seniority,function,segment,specialism,category,evidence,source_url,fit_score,confidence,notes
"CRSA-209","Junyan (Jeff) Yu, CFA, FRM","https://za.linkedin.com/in/junyan-jeff-yu-cfa-frm-906a25137","South Africa","Monocle Solutions","Manager","Manager","Credit Risk; Capital / Data","Consulting","Credit risk capital/data analyst at leading South African bank","Manager","Indexed LinkedIn result states Manager at Monocle Solutions and credit risk capital/data analyst work.","https://za.linkedin.com/in/junyan-jeff-yu-cfa-frm-906a25137","7","High",""
"CRSA-210","Caelin Naicker","https://za.linkedin.com/in/caelin-naicker-a2a93112a","South Africa","Needs verification","Credit Risk Management / Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Originations and account management; senior credit risk analyst history","Manager","Indexed LinkedIn result states Credit Risk Management and Senior Credit Risk Analyst history.","https://za.linkedin.com/in/caelin-naicker-a2a93112a","8","Medium",""
"CRSA-211","Neo Mokoena","https://za.linkedin.com/in/neoivymokoena","South Africa","Needs verification","Quantitative Analyst | Credit Risk Analysis","Analyst","Quantitative Credit Risk; SAS; R; Python","Bank / financial services","Credit risk analysis with R, SAS and Python","Analyst","Indexed LinkedIn result states Quantitative Analyst | Credit risk analysis with R, SAS and Python.","https://za.linkedin.com/in/neoivymokoena","8","Medium",""
"CRSA-212","Madelein Hoon","https://za.linkedin.com/in/madelein-hoon-0596084b","South Africa","Needs verification","Senior Quantitative Analyst","Senior Analyst","Quantitative Credit Risk; Scorecards","Bank / financial services","Credit scorecard and risk analytics","Analyst","Indexed LinkedIn result states Senior Quantitative Analyst with Credit Scorecard experience.","https://za.linkedin.com/in/madelein-hoon-0596084b","7","Medium",""
"CRSA-213","Adriaan Louis van der Walt","https://za.linkedin.com/in/adriaan-louis-van-der-walt-bb691371","South Africa","Nedbank","Senior Quantitative Analyst","Senior Analyst","Quantitative Credit Risk","Bank","Senior credit risk analysis and quantitative analytics","Analyst","Indexed LinkedIn result states Senior Quantitative Analyst at Nedbank and Senior Credit Risk Analyst experience.","https://za.linkedin.com/in/adriaan-louis-van-der-walt-bb691371","8","High",""
"CRSA-214","Siphiwo Nqangase","https://za.linkedin.com/in/siphiwo-nqangase-31558736","City of Johannesburg, Gauteng, South Africa","Nedbank","Manager Quantitative Analyst","Manager","Quantitative Credit Risk","Bank","Credit risk quantitative analysis","Manager","Indexed LinkedIn result states Manager Quantitative Analyst at Nedbank and credit risk experience.","https://za.linkedin.com/in/siphiwo-nqangase-31558736","8","High",""
"CRSA-215","Leandri Erasmus","https://za.linkedin.com/in/erasmus-leandri","South Africa","Needs verification","Data Scientist | Credit Risk & ML Decisioning","Senior Analyst","Credit Risk; Data Science; Decisioning","Bank / fintech","Credit risk and ML decisioning","Analyst","Indexed LinkedIn result states Data Scientist with Credit Risk & ML Decisioning.","https://za.linkedin.com/in/erasmus-leandri","7","Medium",""
"CRSA-216","Mpho Itshegetseng","https://za.linkedin.com/in/mpho-itshegetseng","Gauteng, South Africa","Standard Bank Group","Credit Risk Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Unsecured portfolio credit risk management","Manager","Indexed LinkedIn result states Credit Risk Portfolio Manager at Standard Bank Group and unsecured portfolio risk.","https://za.linkedin.com/in/mpho-itshegetseng","9","High",""
"CRSA-217","Lindelwa Mfayela","https://za.linkedin.com/in/lindelwa-mfayela-53b329116","Durban, South Africa","FNB South Africa","Credit Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Credit portfolio management","Manager","Indexed LinkedIn result states Credit Portfolio Manager at First National Bank.","https://za.linkedin.com/in/lindelwa-mfayela-53b329116","8","High",""
"CRSA-218","Jeanelle Pauw (Bezuidenhout)","https://za.linkedin.com/in/jeanelle-pauw-bezuidenhout-8a40ab64","South Africa","Needs verification","Portfolio Risk Manager","Manager","Portfolio Risk; Credit Risk","Bank / financial services","Portfolio risk and credit risk management","Manager","Indexed LinkedIn result states Portfolio Risk Manager and Credit Risk Manager experience.","https://za.linkedin.com/in/jeanelle-pauw-bezuidenhout-8a40ab64","7","Medium",""
"CRSA-219","Ayanda Ngidi","https://za.linkedin.com/in/ayanda-ngidi-35877a7a","South Africa","FNB South Africa","Lending & Credit Risk Specialist","Senior Analyst","Credit Risk; Lending Risk","Bank","Lending and credit risk specialist","Analyst","Indexed LinkedIn result states Lending & Credit Risk Specialist at FNB.","https://za.linkedin.com/in/ayanda-ngidi-35877a7a","8","High",""
"CRSA-220","Martin Barnard","https://za.linkedin.com/in/martin-barnard-4a425164","Bloemfontein, South Africa","FNB Commercial South Africa","Credit Portfolio Manager","Manager","Credit Risk; Portfolio Risk; SME Credit","Bank","Commercial credit portfolio management","Manager","Indexed LinkedIn result states Credit Portfolio Manager at FNB Commercial South Africa.","https://za.linkedin.com/in/martin-barnard-4a425164","8","High",""
"CRSA-221","Mpho Mafotsa","https://za.linkedin.com/in/mpho-mafotsa-188b3737","South Africa","FNB South Africa","Credit Risk Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Retail banking credit risk portfolio management","Manager","Indexed LinkedIn result states Credit Risk Portfolio Manager at FNB South Africa.","https://za.linkedin.com/in/mpho-mafotsa-188b3737","8","High",""
"CRSA-222","Tracy-Lee V.","https://za.linkedin.com/in/tracy-lee-v-39588ba4","City of Johannesburg, Gauteng, South Africa","Standard Bank South Africa","Credit Risk Specialist","Senior Analyst","Credit Risk","Bank","Banking credit risk specialist","Analyst","Indexed LinkedIn result states Credit Risk Specialist at Standard Bank South Africa.","https://za.linkedin.com/in/tracy-lee-v-39588ba4","8","High",""
"CRSA-223","Roger Martins","https://za.linkedin.com/in/roger-martins-a64159128","South Africa","Standard Bank","Portfolio Risk Manager","Manager","Portfolio Risk; Credit Risk","Bank","Portfolio risk manager and credit risk analyst history","Manager","Indexed LinkedIn result states Portfolio Risk Manager at Standard Bank and Credit Risk Analyst history.","https://za.linkedin.com/in/roger-martins-a64159128","8","High",""
"CRSA-224","Tracey Ridgway","https://za.linkedin.com/in/tracey-ridgway-6646a86b","City of Johannesburg, Gauteng, South Africa","BMW Financial Services South Africa","Credit Risk Specialist","Senior Analyst","Credit Risk; Vehicle Finance Risk","Vehicle finance","Vehicle finance credit risk specialist","Analyst","Indexed LinkedIn result states Credit Risk Specialist at BMW Financial Services South Africa.","https://za.linkedin.com/in/tracey-ridgway-6646a86b","8","High",""
"CRSA-225","Lezanne Coetzee","https://za.linkedin.com/in/lezanne-coetzee-08109017","City of Johannesburg, Gauteng, South Africa","Standard Bank","Head: Credit Risk Portfolio Management","Head","Credit Risk; Portfolio Risk; Business Lending","Bank","Business lending credit and credit risk portfolio management","Head","Indexed LinkedIn result states Head: Credit Risk Portfolio Management and Head: Business Lending Credit.","https://za.linkedin.com/in/lezanne-coetzee-08109017","9","High",""
"CRSA-226","Nadine Solomons","https://za.linkedin.com/in/nadine-solomons-67a3b4180","City of Cape Town, Western Cape, South Africa","Capital Harvest","Credit Risk Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Agricultural finance / lending","Credit risk portfolio management","Manager","Indexed LinkedIn result states Credit Risk Portfolio Manager at Capital Harvest.","https://za.linkedin.com/in/nadine-solomons-67a3b4180","8","High",""
"CRSA-227","Svetlana Colic","https://za.linkedin.com/in/svetlana-colic-a36a8232","City of Johannesburg, Gauteng, South Africa","Barclays Africa Group Limited","Credit Risk Specialist","Senior Analyst","Credit Risk","Bank","Banking credit risk specialist","Analyst","Indexed LinkedIn result states Credit Risk Specialist at Barclays Africa Group Limited.","https://za.linkedin.com/in/svetlana-colic-a36a8232","7","High",""
"CRSA-228","Rudolph Nieuwoudt","https://za.linkedin.com/in/rudolph-nieuwoudt-16058896","South Africa","Needs verification","Credit Portfolio Head","Head","Credit Risk; Portfolio Risk","Bank / commercial lending","Commercial credit portfolio management","Head","Indexed LinkedIn result states Credit Portfolio Head and former Commercial Credit Portfolio Manager at FirstRand.","https://za.linkedin.com/in/rudolph-nieuwoudt-16058896","7","Medium",""
"CRSA-229","Simentha Padayachee","https://za.linkedin.com/in/simentha-padayachee-52a7ab8a","City of Johannesburg, Gauteng, South Africa","VVM Inc","Portfolio Risk Manager","Manager","Portfolio Risk; Collections","Collections / debt recovery","Portfolio risk in debt recovery environment","Manager","Indexed LinkedIn result states Portfolio Risk Manager at VVM Inc.","https://za.linkedin.com/in/simentha-padayachee-52a7ab8a","7","High",""
"CRSA-230","Ntombi Ngwekazi Mzamo","https://za.linkedin.com/in/ntombi-ngwekazi-mzamo-bb013b11b","South Africa","Standard Bank Group","Credit Risk Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Credit risk portfolio management","Manager","Indexed LinkedIn result states Credit Risk Portfolio Manager at Standard Bank Group.","https://za.linkedin.com/in/ntombi-ngwekazi-mzamo-bb013b11b","8","High",""
"CRSA-231","Nabo Diko","https://za.linkedin.com/in/nabo-diko-48479b1bb","City of Johannesburg, Gauteng, South Africa","FNB South Africa","Credit Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Credit portfolio management","Manager","Indexed LinkedIn result states Credit Portfolio Manager at FNB.","https://za.linkedin.com/in/nabo-diko-48479b1bb","8","High",""
"CRSA-232","Guy Austin","https://za.linkedin.com/in/guy-austin-6b228357","City of Cape Town, Western Cape, South Africa","Prodigy Finance","Chief Risk Officer","Executive","Credit Risk; Portfolio Risk","Fintech lending","Credit risk portfolio management and CRO leadership","Executive","Indexed LinkedIn result states Chief Risk Officer at Prodigy Finance and Credit Risk Portfolio Manager experience.","https://za.linkedin.com/in/guy-austin-6b228357","8","High",""
"CRSA-233","Jaden Riesenburg CA(SA)","https://za.linkedin.com/in/jadenriesenburg","City of Johannesburg, Gauteng, South Africa","South African Reserve Bank - Prudential Authority","Credit Risk Specialist","Senior Analyst","Credit Risk; Regulatory Credit Risk","Regulator","Prudential credit risk specialist","Analyst","Indexed LinkedIn result states Credit Risk Specialist at Prudential Authority, SARB.","https://za.linkedin.com/in/jadenriesenburg","8","High",""
"CRSA-234","Yolanda Wilson","https://za.linkedin.com/in/yolanda-wilson-a63b6a134","Cape Town, Western Cape, South Africa","FNB","Credit Portfolio Manager","Manager","Credit Risk; Portfolio Risk","Bank","Credit portfolio management; former credit analyst","Manager","Indexed LinkedIn result states Credit Portfolio Manager at FNB and prior Credit Analyst.","https://za.linkedin.com/in/yolanda-wilson-a63b6a134","8","High",""
"CRSA-235","Paul Erasmus","https://za.linkedin.com/in/paul-erasmus","South Africa","FNB South Africa","Head of Group Retail Credit Risk","Head","Retail Credit; Credit Risk","Bank","Group retail credit risk leadership","Head","Indexed LinkedIn result states Head of Group Retail Credit Risk at FNB South Africa.","https://za.linkedin.com/in/paul-erasmus","9","High",""
"CRSA-236","Candice-Crystal O.","https://za.linkedin.com/in/candice-crystal-o-9ab1308a","South Africa","FNB South Africa","Consumer Credit Risk Management Portfolio Analyst","Analyst","Consumer Credit; Portfolio Risk","Bank","Consumer credit risk portfolio analysis","Analyst","Indexed LinkedIn result states Consumer Credit Risk Management Portfolio Analyst at FNB South Africa.","https://za.linkedin.com/in/candice-crystal-o-9ab1308a","9","High",""
"CRSA-237","Kgotso Nyamande","https://za.linkedin.com/in/kgotso-nyamande-ba4a94123","South Africa","Standard Bank South Africa","Credit Risk Leader","Senior Manager","Credit Risk; Credit Strategy; Lending Risk","Bank","Retail and business banking, secured and unsecured lending, credit strategy","Manager","Indexed LinkedIn result states Credit Risk Leader at Standard Bank with retail/business banking and credit strategy.","https://za.linkedin.com/in/kgotso-nyamande-ba4a94123","9","High",""
"CRSA-238","Thulo Mohlabane","https://za.linkedin.com/in/thulo-mohlabane-349b7199","South Africa","FNB South Africa","Credit Manager | SME & Commercial Lending","Manager","SME Credit; Commercial Credit; Portfolio Risk","Bank","SME and commercial lending risk and portfolio management","Manager","Indexed LinkedIn result states Credit Manager for SME & Commercial Lending at FNB.","https://za.linkedin.com/in/thulo-mohlabane-349b7199","8","High",""
"CRSA-239","Teboho Thulo","https://za.linkedin.com/in/teboho-thulo-5312a4145","City of Johannesburg, Gauteng, South Africa","Nedbank","Internal Auditor: Retail Credit Risk","Senior Analyst","Retail Credit; Credit Risk; Audit","Bank","Retail credit risk audit","Analyst","Indexed LinkedIn result states Internal Auditor: Retail Credit Risk at Nedbank.","https://za.linkedin.com/in/teboho-thulo-5312a4145","7","High",""
"CRSA-240","Neshi Chinsamy","https://za.linkedin.com/in/neshi-chinsamy-4069b059","Pretoria, Gauteng, South Africa","First National Bank","Consumer Credit Risk Manager","Manager","Consumer Credit; Credit Risk","Bank","Consumer credit risk management","Manager","Indexed LinkedIn result states Consumer Credit Risk Manager at First National Bank.","https://za.linkedin.com/in/neshi-chinsamy-4069b059","8","High",""
"CRSA-241","Derek Doody","https://za.linkedin.com/in/derek-doody-b63ba44a","South Africa","Absa Group","Senior Manager: Credit Risk Assurance","Senior Manager","Credit Risk; Assurance; Retail Credit Modelling","Bank","Credit risk assurance and retail credit risk modelling","Manager","Indexed LinkedIn result states Senior Manager: Credit Risk Assurance and retail credit risk modelling history.","https://za.linkedin.com/in/derek-doody-b63ba44a","8","High",""
"CRSA-242","Sibusiso Mtiyane","https://za.linkedin.com/in/sibusiso-mtiyane-msc-56470653","South Africa","Tesserai / Standard Bank history","Credit Risk | Data Science | Operations Research","Senior Analyst","Credit Risk; Data Science; Operations Research","Analytics / bank","Credit risk data science and operations research","Analyst","Indexed LinkedIn result states Credit Risk, Data Science and Standard Bank experience.","https://za.linkedin.com/in/sibusiso-mtiyane-msc-56470653","8","High",""
"CRSA-243","Stephen Sevastides CA(SA)","https://www.linkedin.com/in/stephen-sevastides","South Africa","Needs verification","Senior Lead Credit Risk Officer","Senior Manager","Credit Risk; Credit Analysis","Bank / financial services","Senior credit risk officer","Manager","Indexed LinkedIn result states Senior Lead Credit Risk Officer and South Africa banking exposure.","https://www.linkedin.com/in/stephen-sevastides","7","Medium",""
"CRSA-244","Lerato Mothopeng","https://za.linkedin.com/in/lerato-mothopeng-a15751255","South Africa","Needs verification","Credit Analyst | Corporate, NBFIs & SME Credit Risk","Analyst","Credit Risk; SME Credit; Basel","Bank","Corporate, NBFI and SME credit risk; Basel capital requirements","Analyst","Indexed LinkedIn result states Credit Analyst with Corporate, NBFI and SME Credit Risk / Basel.","https://za.linkedin.com/in/lerato-mothopeng-a15751255","8","Medium",""
"CRSA-245","Nontando Gcasamba","https://za.linkedin.com/in/nontando-gcasamba-428958106","Rosebank, Gauteng, South Africa","Standard Bank South Africa","Credit Risk Officer","Analyst","Credit Risk","Bank","Credit risk officer","Analyst","Indexed LinkedIn result states Credit Risk Officer at Standard Bank South Africa.","https://za.linkedin.com/in/nontando-gcasamba-428958106","8","High",""
"CRSA-246","Zain Davids","https://za.linkedin.com/in/zain-davids","Rosebank, Gauteng, South Africa","Standard Bank South Africa","Credit Risk Asset Specialist","Senior Analyst","Credit Risk; Asset Finance Risk","Bank","Credit risk asset specialist","Analyst","Indexed LinkedIn result states Credit Risk Asset Specialist at Standard Bank South Africa.","https://za.linkedin.com/in/zain-davids","8","High",""
"CRSA-247","Delray Brikkels","https://za.linkedin.com/in/delray-brikkels-6852039b","South Africa","Needs verification","Experienced Credit, Risk, Operations and Service Leader","Senior Manager","Retail Credit; Credit Risk; Operations","Retail credit / financial services","Retail credit and risk leadership","Manager","Indexed LinkedIn result states experienced credit, risk, operations leader with retail credit risk.","https://za.linkedin.com/in/delray-brikkels-6852039b","7","Medium",""
"CRSA-248","Lucille Bester","https://za.linkedin.com/in/lucille-bester-13143b144","City of Cape Town, Western Cape, South Africa","Bestec Financial Solutions","Credit Risk & Lending Automation Consultant","Consultant","Credit Risk; Lending Automation; Decisioning","Fintech lending / consulting","Credit risk and lending automation consulting","Consultant","Indexed LinkedIn result states Credit Risk & Lending Automation Consultant at Bestec Financial Solutions.","https://za.linkedin.com/in/lucille-bester-13143b144","8","High",""
"CRSA-249","Tshepo More","https://za.linkedin.com/in/tshepo-more","South Africa","Nedbank","Head: Enterprise Risk Management / Retail Credit Risk history","Head","Retail Credit; Credit Risk","Bank","Retail credit risk leadership","Head","Indexed LinkedIn result states Nedbank Retail Credit Risk experience and Head: Enterprise Risk Management.","https://za.linkedin.com/in/tshepo-more","7","Medium",""
"CRSA-250","Refilwe Thabini","https://za.linkedin.com/in/refilwe-thabini-9b3512b5","Johannesburg Metropolitan Area, South Africa","Needs verification","Senior Manager | Credit Governance | Risk","Senior Manager","Credit Risk; Governance; Reporting","Bank / financial services","Credit risk reporting and credit governance","Manager","Indexed LinkedIn result states Senior Manager Credit Governance/Risk and Manager: Credit Risk Reporting.","https://za.linkedin.com/in/refilwe-thabini-9b3512b5","8","Medium",""
"CRSA-251","Jenna Kampel","https://za.linkedin.com/in/jenna-kampel-689171196","City of Cape Town, Western Cape, South Africa","Investec","Group Credit Risk Officer","Senior Analyst","Credit Risk","Bank","Group credit risk officer","Analyst","Indexed LinkedIn result states Group Credit Risk Officer at Investec.","https://za.linkedin.com/in/jenna-kampel-689171196","8","High",""
"CRSA-252","Phumelele Mkhize","https://za.linkedin.com/in/phumelele-mkhize-82294946","Port Elizabeth, Eastern Cape, South Africa","Standard Bank Group","Credit Risk Officer | Business and Commercial Banking","Analyst","Credit Risk; Commercial Credit","Bank","Business and commercial banking credit risk","Analyst","Indexed LinkedIn result states Credit Risk Officer at Standard Bank business/commercial banking.","https://za.linkedin.com/in/phumelele-mkhize-82294946","8","High",""
"CRSA-253","Rumark Watson","https://za.linkedin.com/in/rumark-watson-a56b0420a","South Africa","FNB South Africa","Collections Manager (Credit Risk and Debt Restructuring)","Manager","Collections Strategy; Credit Risk; Debt Restructuring","Bank","Credit risk and debt restructuring collections","Manager","Indexed LinkedIn result states Collections Manager (Credit Risk and Debt Restructuring) at FNB.","https://za.linkedin.com/in/rumark-watson-a56b0420a","8","High",""
"CRSA-254","Lennox Morare","https://za.linkedin.com/in/lennox-morare-9913a318a","Johannesburg Metropolitan Area, South Africa","Standard Bank","Credit Strategy Manager","Manager","Credit Strategy; Credit Risk","Bank","Credit strategy management","Manager","Indexed LinkedIn result states Credit Strategy Manager at Standard Bank.","https://za.linkedin.com/in/lennox-morare-9913a318a","8","High",""
"CRSA-255","Yulesha Devnarain","https://za.linkedin.com/in/yulesha-devnarain-2853b0bb","Durban, South Africa","Standard Bank Group","Credit Risk Officer","Analyst","Credit Risk","Bank","Credit risk officer","Analyst","Indexed LinkedIn result states Credit Risk Officer at Standard Bank Group.","https://za.linkedin.com/in/yulesha-devnarain-2853b0bb","8","High",""
"CRSA-256","Shanell Naidoo","https://za.linkedin.com/in/shanell-naidoo-3905b663","Durban, South Africa","Investec","Credit Risk Officer","Analyst","Credit Risk","Bank","Credit risk officer","Analyst","Indexed LinkedIn result states Credit Risk Officer at Investec.","https://za.linkedin.com/in/shanell-naidoo-3905b663","8","High",""
"CRSA-257","Nelisa N.","https://za.linkedin.com/in/nelisa-ntabeni","Rustenburg, North-West, South Africa","Absa Group","Credit Manager","Manager","Credit Risk; Credit Analysis","Bank","Credit risk management","Manager","Indexed LinkedIn result states Credit Manager at Absa Group and expert in credit risk management.","https://za.linkedin.com/in/nelisa-ntabeni","8","High",""
"SA-CR-001","Jaco Sobotker","https://www.linkedin.com/in/jacosobotker/","Johannesburg, South Africa","TransUnion Africa","Managing Director, TransUnion South Africa","Executive","Credit Bureau Leadership","Credit Bureau","Bureau scoring; credit risk analytics; credit data","Executive","Multiple public appearances as TransUnion SA MD. Industry conference speaker.","transunion.co.za; press releases","8","High","Executive level — included for market context. Has deep credit risk industry knowledge. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-002","Alain Hanover","https://www.linkedin.com/in/alainhanover/","Cape Town, South Africa","Principa","Managing Director","Executive","Credit Risk Consulting","Analytics Consulting","Scorecard development; credit risk consulting; analytics","Executive","Principa MD. Multiple industry publications and conference appearances on credit risk analytics.","principa.co.za; industry conferences","9","High","Key figure in SA credit risk consulting. Principa is specialist credit risk analytics firm. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-003","Carmen Williams","https://www.linkedin.com/in/carmen-williams-credit/","Cape Town, South Africa","Woolworths Financial Services","Needs verification","Manager/Senior Manager","Credit Risk Management","Retail Credit","Retail credit risk; store card risk; collections","Manager","Found via WFS credit risk team searches. Title needs verification.","LinkedIn search results","6","Medium","Title and exact role need manual verification. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-004","Mogau Maila","https://www.linkedin.com/in/mogaumaila/","Johannesburg, South Africa","Standard Bank","Credit Risk — needs verification","Analyst/Senior Analyst","Credit Risk Analytics","Bank","Credit risk analysis; banking","Analyst","Public LinkedIn snippet indicating Standard Bank and credit risk.","LinkedIn X-ray search","6","Medium","Exact title needs verification. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-005","Warren Butler","https://www.linkedin.com/in/warrenbutler1/","Johannesburg, South Africa","Experian South Africa","Decision Analytics — needs verification","Manager","Decision Analytics","Credit Bureau","Scorecard development; credit decisioning; bureau analytics","Manager","Experian SA Decision Analytics team. Industry event appearances.","experian.co.za; LinkedIn","7","Medium","Need to verify current role — may have moved. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-006","Nomsa Memory Memory-Chibaya","https://www.linkedin.com/in/nomsa-chibaya/","Johannesburg, South Africa","Absa","Credit Risk — needs verification","Analyst/Senior Analyst","Credit Risk","Bank","Credit risk analysis","Analyst","LinkedIn snippet from Absa credit risk search.","LinkedIn X-ray","5","Low","Needs full verification. Name carried across exactly from supplied addendum; confirm spelling/name format manually. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-007","Pranesh Doorgapershad","https://www.linkedin.com/in/praneshdoorgapershad/","Johannesburg, South Africa","Deloitte South Africa","Financial Risk Management — needs verification","Consultant/Manager","Credit Risk Consulting","Consulting","IFRS 9; model validation; credit risk modelling","Consultant","Deloitte SA financial risk consulting team.","LinkedIn X-ray; deloitte.com","7","Medium","Big Four credit risk consultants rotate — need to verify current assignment. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-008","Ridwaan Mahomed","https://www.linkedin.com/in/ridwaanmahomed/","Johannesburg, South Africa","PwC South Africa","Financial Risk Management — needs verification","Manager/Senior Manager","Credit Risk Consulting","Consulting","IFRS 9; credit risk modelling; model validation","Manager","PwC SA financial risk team.","LinkedIn X-ray","7","Medium","Needs role verification. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-011","Dr. Jaco Fouché","https://www.linkedin.com/in/jacofouche/","Johannesburg/Pretoria, South Africa","Academic/Consulting","Credit Risk Researcher/Consultant","Consultant/Academic","Credit Risk Research","Consulting/Academic","Credit risk modelling; Basel; IFRS 9","Consultant","Published academic papers on credit risk in South Africa. UP/Wits/Stellenbosch connection.","Academic publications","7","Medium","Academic with industry consulting. URL needs verification. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-012","Dr. Tanja Verster","https://www.linkedin.com/in/tanjaverster/","Pretoria, South Africa","University of Pretoria / Banking sector","Credit Risk Researcher","Consultant/Academic","Credit Risk Modelling","Academic/Bank","Credit scoring; scorecard development; PD modelling","Consultant","Published researcher in credit risk modelling. Multiple South African journal publications.","Academic databases; Google Scholar","8","Medium","Prolific credit risk researcher. May be in industry or academia. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-014","Morne Joubert","https://www.linkedin.com/in/mornejoubert/","Johannesburg, South Africa","Nedbank","Credit Risk / Risk Analytics senior role","Senior Manager/Head","Risk Analytics","Bank","Credit risk analytics; portfolio risk","Manager/Head","Nedbank risk analytics leadership. Industry references.","Industry sources","7","Medium","Needs role verification. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-017","Brendan Sobey","https://www.linkedin.com/in/brendansobey/","Johannesburg, South Africa","SAS Institute South Africa","Risk Solutions / Credit Risk Consulting","Manager/Senior Consultant","Credit Risk Solutions","Analytics / Software","Credit risk modelling; analytics; SAS solutions","Senior Consultant","SAS risk solutions team South Africa. Industry conference speaker.","SAS events; LinkedIn","7","Medium","SAS has dedicated risk solutions consultants in South Africa. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-018","Arno Botha","https://www.linkedin.com/in/arnobotha/","Pretoria/Johannesburg, South Africa","University of Pretoria / Industry","Credit Risk Researcher/Practitioner","Consultant/Academic","Credit Risk Modelling","Academic","IFRS 9; ECL modelling; credit risk","Consultant","Published extensively on IFRS 9 and credit risk modelling in South Africa context.","Google Scholar; UP research outputs","8","Medium","Key IFRS 9 researcher in South Africa. May have industry consulting role. Added via 1200-target buildout addendum; verify before outreach."
"SA-CR-U20260619-001","Nina van Rensburg","https://za.linkedin.com/in/nina-van-rensburg-548317184","South Africa (Johannesburg)","Standard Bank South Africa","Credit Risk Analyst","Analyst","Credit Risk","Bank","Credit Risk","Credit Risk","Explicit title “Credit Risk Analyst at Standard Bank South Africa”","https://za.linkedin.com/in/nina-van-rensburg-548317184","9","High","Verified public profile. | Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-001. Current/former: Current."
"SA-CR-U20260619-002","Josina Mphaga","https://za.linkedin.com/in/josina-mphaga-66343477","South Africa (Port Elizabeth/Johannesburg)","Standard Bank South Africa","Credit Risk Manager","Manager","Credit Risk","Bank","Credit Risk","Credit Risk","Current title listed","https://za.linkedin.com/in/josina-mphaga-66343477","8","High","Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-003. Current/former: Current."
"SA-CR-U20260619-003","Petri Wentzel","https://za.linkedin.com/in/petri-wentzel-4580061b4","South Africa (Johannesburg)","Standard Bank Group","Head, Credit Risk, Regulatory Reporting SA","Head","Credit Risk","Bank","Regulatory Credit Risk / IFRS 9 related","Head","Explicit head title","https://za.linkedin.com/in/petri-wentzel-4580061b4","10","High","Senior leadership. | Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-004. Current/former: Current."
"SA-CR-U20260619-004","Leigh-Anne Theys","https://za.linkedin.com/in/leigh-anne-theys-4a507a232","South Africa (Johannesburg)","Absa Group","Credit Risk Analyst - Portfolio Analytics","Analyst","Portfolio Risk","Bank","Portfolio Analytics / Credit Risk","Analyst","Explicit portfolio analytics role","https://za.linkedin.com/in/leigh-anne-theys-4a507a232","9","High","Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-008. Current/former: Current."
"SA-CR-U20260619-005","Christine van der Walt","https://za.linkedin.com/in/christine-van-der-walt-sa","South Africa (Johannesburg)","Nedbank","Head: CIB Risk Data, Models and Innovation","Head","Risk Analytics / Model Risk","Bank","Credit Risk Models, Climate Risk","Head","Expertise in credit risk quantitative analytics","https://za.linkedin.com/in/christine-van-der-walt-sa","9","High","Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-011. Current/former: Current."
"SA-CR-U20260619-006","Chris Swanepoel","https://za.linkedin.com/in/chris-swanepoel-81b72a85","South Africa (Johannesburg)","Experian","Decision Analytics Consultant","Consultant","Decisioning / Credit Analytics","Credit Bureau","Decision Analytics, Scorecards","Consultant","Consultant title at Experian","https://za.linkedin.com/in/chris-swanepoel-81b72a85","9","High","Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-014. Current/former: Current."
"SA-CR-U20260619-007","Viney Naradh","https://za.linkedin.com/in/viney-naradh-383a81a8","South Africa (Johannesburg)","Investec","Credit Risk Analyst","Analyst","Credit Risk","Bank","Credit Risk","Analyst","Analyst title at Investec","https://za.linkedin.com/in/viney-naradh-383a81a8","8","High","Added from user-supplied URL-only batch 2026-06-19. Original supplied ID: SA-CR-019. Current/former: Current."
